Spot No,Spot No,Source file,Fish code,My code,Region,My site,Na23_ppm,Mg24_ppm,Ni60_ppm,Cu63_ppm,Sr88_ppm,Ba137_ppm
6,6,Ca - 6.d,LC 13-09-11_03W,RP2,Kimberley,Raft Point (07/10),1836,10.95,0.176,0.125,2757,2.74
7,7,Ca - 7.d,LC 13-09-11_03W,RP2,Kimberley,Raft Point (07/10),1741,9.64,0.166,0.146,2966,3.02
8,margin,Ca - 8.d,LC 13-09-11_03W,RP2,Kimberley,Raft Point (07/10),1774,9.48,0.161,0.111,3241,4.44
1,core,Fa - 1.d,LC-R1F-07,RY1,Pilbara,Rosemary Island,3728,62.47,0.223,1.375,1948,6.02
2,2,Fa - 2.d,LC-R1F-07,RY1,Pilbara,Rosemary Island,2943,25.83,0.177,0.306,1841,1.60
3,3,Fa - 3.d,LC-R1F-07,RY1,Pilbara,Rosemary Island,2503,20.79,0.156,0.350,1864,1.21
4,4,Fa - 4.d,LC-R1F-07,RY1,Pilbara,Rosemary Island,2238,15.99,0.188,0.351,1958,1.29
5,margin,Fa - 5.d,LC-R1F-07,RY1,Pilbara,Rosemary Island,1860,9.49,0.167,0.459,2594,1.56
1,core,Db - 1.d,LC-R1F-02,RY2,Pilbara,Rosemary Island,3552,63.50,0.284,0.599,2227,4.77
2,2,Db - 2.d,LC-R1F-02,RY2,Pilbara,Rosemary Island,3065,30.43,0.298,0.493,2124,4.42
3,3,Db - 3.d,LC-R1F-02,RY2,Pilbara,Rosemary Island,2530,23.35,0.443,0.550,2270,1.85
4,4,Db - 4.d,LC-R1F-02,RY2,Pilbara,Rosemary Island,2052,24.07,0.408,0.436,2460,2.05
5,5,Db - 5.d,LC-R1F-02,RY2,Pilbara,Rosemary Island,1740,26.30,0.444,0.708,3520,1.89
6,6,Db - 6.d,LC-R1F-02,RY2,Pilbara,Rosemary Island,1982,29.50,0.515,0.782,3600,1.94
7,7,Db - 7.d,LC-R1F-02,RY2,Pilbara,Rosemary Island,1735,33.70,0.517,0.833,3500,2.09
8,8,Db - 8.d,LC-R1F-02,RY2,Pilbara,Rosemary Island,1748,47.40,0.555,0.511,3399,2.14
9,margin,Db - 9.d,LC-R1F-02,RY2,Pilbara,Rosemary Island,1632,50.50,0.650,1.540,3980,3.33
1,core,Ie - 1.d,LC-R1F-03,RY3,Pilbara,Rosemary Island,3450,68.90,0.297,0.693,2043,6.22
2,2,Ie - 2.d,LC-R1F-03,RY3,Pilbara,Rosemary Island,1797,18.12,0.210,0.266,1950,2.56
3,3,Ie - 3.d,LC-R1F-03,RY3,Pilbara,Rosemary Island,2320,22.57,0.159,0.325,1975,4.95
4,4,Ie - 4.d,LC-R1F-03,RY3,Pilbara,Rosemary Island,2734,17.79,0.165,0.348,2408,3.81
5,5,Ie - 5.d,LC-R1F-03,RY3,Pilbara,Rosemary Island,2657,27.25,0.157,0.345,2169,2.73
6,6,Ie - 6.d,LC-R1F-03,RY3,Pilbara,Rosemary Island,2486,20.21,0.186,0.266,2476,3.42
7,margin,Ie - 7.d,LC-R1F-03,RY3,Pilbara,Rosemary Island,2411,19.97,0.201,0.336,2793,2.85
1,core,Slide19 -RY9 - 01.d,LC-R1F-05,RY9,Pilbara,Rosemary Island,2982,49.97,0.039,0.249,1607,2.55
2,2,Slide19 -RY9 - 02.d,LC-R1F-05,RY9,Pilbara,Rosemary Island,2589,33.40,0.032,0.146,1985,2.99
3,3,Slide19 -RY9 - 03.d,LC-R1F-05,RY9,Pilbara,Rosemary Island,2409,30.80,0.035,0.119,1858,1.26
4,4,Slide19 -RY9 - 04.d,LC-R1F-05,RY9,Pilbara,Rosemary Island,2276,16.08,0.033,0.083,1772,1.13
5,5,Slide19 -RY9 - 05.d,LC-R1F-05,RY9,Pilbara,Rosemary Island,2115,16.60,0.030,0.092,1968,1.23
6,6,Slide19 -RY9 - 06.d,LC-R1F-05,RY9,Pilbara,Rosemary Island,1858,13.19,0.040,0.110,2253,1.49
7,7,Slide19 -RY9 - 07.d,LC-R1F-05,RY9,Pilbara,Rosemary Island,1681,10.44,0.040,0.102,2440,1.87
8,8,Slide19 -RY9 - 08.d,LC-R1F-05,RY9,Pilbara,Rosemary Island,1728,9.99,0.036,0.102,2373,1.64
9,9,Slide19 -RY9 - 09.d,LC-R1F-05,RY9,Pilbara,Rosemary Island,1690,9.59,0.032,0.111,2379,1.82
10,10,Slide19 -RY9 - 10.d,LC-R1F-05,RY9,Pilbara,Rosemary Island,1757,10.22,0.027,0.126,2585,2.06
11,11,Slide19 -RY9 - 11.d,LC-R1F-05,RY9,Pilbara,Rosemary Island,1722,10.39,0.038,0.299,3080,2.53
12,margin,Slide19 -RY9 - 12.d,LC-R1F-05,RY9,Pilbara,Rosemary Island,1840,12.63,0.039,0.145,2765,2.42
1,core,Ae - 1.d,LC 14-08-14_01,SB1,Kimberley,Shenton Bluff (1/4),3462,64.40,0.185,0.695,1849,2.27
2,2,Ae - 2.d,LC 14-08-14_01,SB1,Kimberley,Shenton Bluff (1/4),2085,14.03,0.211,0.257,2163,2.07
3,3,Ae - 3.d,LC 14-08-14_01,SB1,Kimberley,Shenton Bluff (1/4),1950,17.15,0.185,0.193,2431,2.23
4,4,Ae - 4.d,LC 14-08-14_01,SB1,Kimberley,Shenton Bluff (1/4),2082,25.42,0.190,0.195,2203,2.14
5,5,Ae - 5.d,LC 14-08-14_01,SB1,Kimberley,Shenton Bluff (1/4),2214,18.35,0.232,0.176,2638,2.65
6,6,Ae - 6.d,LC 14-08-14_01,SB1,Kimberley,Shenton Bluff (1/4),2189,14.91,0.224,0.228,2928,2.85
7,7,Ae - 7.d,LC 14-08-14_01,SB1,Kimberley,Shenton Bluff (1/4),1880,14.08,0.182,0.253,3027,2.89
8,margin,Ae - 8.d,LC 14-08-14_01,SB1,Kimberley,Shenton Bluff (1/4),2231,17.07,0.215,0.383,3454,3.50
1,core,Hc - 1.d,LC 14-08-14_02,SB2,Kimberley,Shenton Bluff (1/4),3778,69.60,0.181,0.502,2211,8.96
2,2,Hc - 2.d,LC 14-08-14_02,SB2,Kimberley,Shenton Bluff (1/4),3012,27.36,0.168,0.344,2445,9.42
3,3,Hc - 3.d,LC 14-08-14_02,SB2,Kimberley,Shenton Bluff (1/4),2228,15.98,0.140,0.217,2512,4.45
4,4,Hc - 4.d,LC 14-08-14_02,SB2,Kimberley,Shenton Bluff (1/4),1785,13.88,0.195,0.172,2812,3.48
5,margin,Hc - 5.d,LC 14-08-14_02,SB2,Kimberley,Shenton Bluff (1/4),1728,12.00,0.206,0.161,2864,2.51
1,core,Ib - 1.d,LC 14-08-14_03,SB3,Kimberley,Shenton Bluff (1/4),3615,68.50,0.164,0.583,1837,5.28
2,2,Ib - 2.d,LC 14-08-14_03,SB3,Kimberley,Shenton Bluff (1/4),2673,24.11,0.194,0.354,2282,7.39
3,3,Ib - 3.d,LC 14-08-14_03,SB3,Kimberley,Shenton Bluff (1/4),2044,17.00,0.176,0.194,2653,4.67
4,4,Ib - 4.d,LC 14-08-14_03,SB3,Kimberley,Shenton Bluff (1/4),1871,12.09,0.190,0.158,3468,2.86
5,margin,Ib - 5.d,LC 14-08-14_03,SB3,Kimberley,Shenton Bluff (1/4),1763,116.10,0.402,1.190,3634,3.67
1,core,Gc - 1.d,LC 14-08-14_04,SB4,Kimberley,Shenton Bluff (1/4),3578,59.10,0.206,0.532,2257,1.88
2,2,Gc - 2.d,LC 14-08-14_04,SB4,Kimberley,Shenton Bluff (1/4),2708,36.79,0.203,0.184,2005,2.21
3,3,Gc - 3.d,LC 14-08-14_04,SB4,Kimberley,Shenton Bluff (1/4),3000,38.50,0.166,0.221,2023,2.15
4,4,Gc - 4.d,LC 14-08-14_04,SB4,Kimberley,Shenton Bluff (1/4),2357,32.74,0.163,0.146,1980,1.77
5,5,Gc - 5.d,LC 14-08-14_04,SB4,Kimberley,Shenton Bluff (1/4),2378,18.92,0.173,0.195,2058,3.01
6,6,Gc - 6.d,LC 14-08-14_04,SB4,Kimberley,Shenton Bluff (1/4),2092,23.27,0.156,0.143,1812,1.25
7,7,Gc - 7.d,LC 14-08-14_04,SB4,Kimberley,Shenton Bluff (1/4),1981,18.05,0.191,0.145,1922,1.32
8,8,Gc - 8.d,LC 14-08-14_04,SB4,Kimberley,Shenton Bluff (1/4),2301,17.94,0.183,0.201,2310,2.60
8,margin,Gc - 9.d,LC 14-08-14_04,SB4,Kimberley,Shenton Bluff (1/4),2267,18.59,0.177,0.201,2189,1.95
1,core,Jc - 1.d,LC 13-09-06_06W,SI2,Kimberley,Samson Inlet S (2/2),3639,80.70,0.151,0.424,1992,4.05
2,2,Jc - 2.d,LC 13-09-06_06W,SI2,Kimberley,Samson Inlet S (2/2),2693,25.41,0.187,0.220,2341,9.57
3,3,Jc - 3.d,LC 13-09-06_06W,SI2,Kimberley,Samson Inlet S (2/2),2197,18.07,0.208,0.221,2517,3.52
4,4,Jc - 4.d,LC 13-09-06_06W,SI2,Kimberley,Samson Inlet S (2/2),1767,14.92,0.191,0.221,3112,3.89
5,5,Jc - 5.d,LC 13-09-06_06W,SI2,Kimberley,Samson Inlet S (2/2),1791,12.78,0.190,0.302,3139,3.58
6,6,Jc - 6.d,LC 13-09-06_06W,SI2,Kimberley,Samson Inlet S (2/2),1796,11.98,0.225,0.270,3540,4.68
7,margin,Jc - 7.d,LC 13-09-06_06W,SI2,Kimberley,Samson Inlet S (2/2),1632,12.60,0.184,0.369,3805,5.33
1,core,Hf - 1.d,LC 13-09-06_13W,SI3,Kimberley,Samson Inlet N (3/4),3269,45.80,0.219,1.225,2341,5.70
2,2,Hf - 2.d,LC 13-09-06_13W,SI3,Kimberley,Samson Inlet N (3/4),2631,26.13,0.174,0.230,1994,1.92
3,3,Hf - 3.d,LC 13-09-06_13W,SI3,Kimberley,Samson Inlet N (3/4),2190,15.25,0.154,0.548,2685,2.79
4,4,Hf - 4.d,LC 13-09-06_13W,SI3,Kimberley,Samson Inlet N (3/4),1757,13.26,0.170,0.357,2949,3.15
5,5,Hf - 5.d,LC 13-09-06_13W,SI3,Kimberley,Samson Inlet N (3/4),1679,12.37,0.174,0.338,3662,5.03
6,margin,Hf - 6.d,LC 13-09-06_13W,SI3,Kimberley,Samson Inlet N (3/4),1618,59.00,0.224,1.320,4379,6.28
1,core,Fc - 1.d,LC 13-09-06_19W,SI4,Kimberley,Samson Inlet N (1/4),2559,19.55,0.165,0.325,2554,12.54
2,2,Fc - 2.d,LC 13-09-06_19W,SI4,Kimberley,Samson Inlet N (1/4),1991,16.35,0.185,0.260,2368,3.92
3,3,Fc - 3.d,LC 13-09-06_19W,SI4,Kimberley,Samson Inlet N (1/4),1681,11.51,0.224,0.367,3026,3.52
4,4,Fc - 4.d,LC 13-09-06_19W,SI4,Kimberley,Samson Inlet N (1/4),1568,10.85,0.200,0.368,3487,3.18
5,5,Fc - 5.d,LC 13-09-06_19W,SI4,Kimberley,Samson Inlet N (1/4),1574,10.89,0.163,0.435,3164,2.64
6,6,Fc - 6.d,LC 13-09-06_19W,SI4,Kimberley,Samson Inlet N (1/4),1685,10.60,0.193,0.364,3190,2.55
7,7,Fc - 7.d,LC 13-09-06_19W,SI4,Kimberley,Samson Inlet N (1/4),1514,11.07,0.179,0.383,3180,2.95
8,8,Fc - 8.d,LC 13-09-06_19W,SI4,Kimberley,Samson Inlet N (1/4),1523,10.27,0.163,0.464,3904,3.50
9,9,Fc - 9.d,LC 13-09-06_19W,SI4,Kimberley,Samson Inlet N (1/4),1489,10.18,0.183,0.488,4076,3.31
10,10,Fc - 10.d,LC 13-09-06_19W,SI4,Kimberley,Samson Inlet N (1/4),1572,10.39,0.172,0.438,4095,3.22
11,margin,Fc - 11.d,LC 13-09-06_19W,SI4,Kimberley,Samson Inlet N (1/4),1492,27.70,0.311,3.130,4027,3.51
1,core,Bf - 1.d,LC 12-09-10_05,SR1,Kimberley,Sale River Mouth,3426,56.50,0.214,0.496,2312,3.40
2,2,Bf - 2.d,LC 12-09-10_05,SR1,Kimberley,Sale River Mouth,2179,21.26,0.209,0.329,2452,2.25
3,3,Bf - 3.d,LC 12-09-10_05,SR1,Kimberley,Sale River Mouth,2285,20.60,0.177,0.220,2372,2.80
4,4,Bf - 4.d,LC 12-09-10_05,SR1,Kimberley,Sale River Mouth,2365,24.15,0.196,0.250,2004,2.42
5,5,Bf - 5.d,LC 12-09-10_05,SR1,Kimberley,Sale River Mouth,2264,19.90,0.137,0.250,2277,2.66
6,6,Bf - 6.d,LC 12-09-10_05,SR1,Kimberley,Sale River Mouth,2049,14.78,0.198,0.420,3172,3.10
7,7,Bf - 7.d,LC 12-09-10_05,SR1,Kimberley,Sale River Mouth,1955,13.71,0.200,0.387,2589,2.20
8,margin,Bf - 8.d,LC 12-09-10_05,SR1,Kimberley,Sale River Mouth,2563,21.17,0.210,0.576,3070,3.91
1,core,Slide20 -TA3 - 01.d,LC 14-08-12_04,TA3,Kimberley,Tallon Island,2832,37.58,0.145,0.403,2132,2.79
2,2,Slide20 -TA3 - 02.d,LC 14-08-12_04,TA3,Kimberley,Tallon Island,2074,13.85,0.035,0.096,1902,1.48
3,3,Slide20 -TA3 - 03.d,LC 14-08-12_04,TA3,Kimberley,Tallon Island,1992,12.93,0.035,0.105,2085,1.18
4,4,Slide20 -TA3 - 04.d,LC 14-08-12_04,TA3,Kimberley,Tallon Island,1815,9.09,0.044,0.081,2627,1.53
5,5,Slide20 -TA3 - 05.d,LC 14-08-12_04,TA3,Kimberley,Tallon Island,1731,10.34,0.047,0.082,2359,1.31
6,6,Slide20 -TA3 - 06.d,LC 14-08-12_04,TA3,Kimberley,Tallon Island,1888,10.51,0.048,0.090,2231,1.27
7,7,Slide20 -TA3 - 07.d,LC 14-08-12_04,TA3,Kimberley,Tallon Island,1718,6.85,0.042,0.074,2639,1.30
8,8,Slide20 -TA3 - 08.d,LC 14-08-12_04,TA3,Kimberley,Tallon Island,1779,8.54,0.043,0.070,2395,1.37
9,9,Slide20 -TA3 - 09.d,LC 14-08-12_04,TA3,Kimberley,Tallon Island,1782,7.99,0.041,0.068,2469,1.46
10,10,Slide20 -TA3 - 10.d,LC 14-08-12_04,TA3,Kimberley,Tallon Island,1572,6.26,0.045,0.075,2944,1.68
11,margin,Slide20 -TA3 - 11.d,LC 14-08-12_04,TA3,Kimberley,Tallon Island,1678,9.18,0.172,0.254,2667,1.74
1,core,Slide20 -FA4 - 01.d,LC 14-08-12_05,TA4,Kimberley,Tallon Island,3123,49.83,0.078,0.280,1975,4.02
2,2,Slide20 -FA4 - 02.d,LC 14-08-12_05,TA4,Kimberley,Tallon Island,1992,10.16,0.027,0.075,2041,1.22
3,3,Slide20 -FA4 - 03.d,LC 14-08-12_05,TA4,Kimberley,Tallon Island,1755,12.24,0.032,0.082,2241,1.21
4,4,Slide20 -FA4 - 04.d,LC 14-08-12_05,TA4,Kimberley,Tallon Island,1705,12.25,0.038,0.069,2018,1.00
5,5,Slide20 -FA4 - 05.d,LC 14-08-12_05,TA4,Kimberley,Tallon Island,1648,10.84,0.034,0.059,2177,1.01
6,6,Slide20 -FA4 - 06.d,LC 14-08-12_05,TA4,Kimberley,Tallon Island,1683,9.49,0.041,0.065,2221,1.10
7,7,Slide20 -FA4 - 07.d,LC 14-08-12_05,TA4,Kimberley,Tallon Island,1649,8.08,0.041,0.058,2199,0.99
8,8,Slide20 -FA4 - 08.d,LC 14-08-12_05,TA4,Kimberley,Tallon Island,1515,8.59,0.035,0.055,2288,1.18
9,margin,Slide20 -FA4 - 09.d,LC 14-08-12_05,TA4,Kimberley,Tallon Island,1567,8.75,0.042,0.076,2150,1.00
1,core,Slide19 -YA5 - 01.d,LC 14-08-12_02,TA5,Kimberley,Tallon Island,3316,66.39,0.028,0.372,1605,2.27
2,2,Slide19 -YA5 - 02.d,LC 14-08-12_02,TA5,Kimberley,Tallon Island,2564,27.41,0.044,0.100,1779,3.37
3,3,Slide19 -YA5 - 03.d,LC 14-08-12_02,TA5,Kimberley,Tallon Island,2419,23.09,0.035,0.096,2008,2.82
4,4,Slide19 -YA5 - 04.d,LC 14-08-12_02,TA5,Kimberley,Tallon Island,2204,10.16,0.028,0.115,2123,2.34
5,5,Slide19 -YA5 - 05.d,LC 14-08-12_02,TA5,Kimberley,Tallon Island,2099,13.18,0.034,0.103,2132,1.77
6,6,Slide19 -YA5 - 06.d,LC 14-08-12_02,TA5,Kimberley,Tallon Island,2061,11.68,0.050,0.124,2445,1.65
7,7,Slide19 -YA5 - 07.d,LC 14-08-12_02,TA5,Kimberley,Tallon Island,2008,13.21,0.037,0.127,2267,1.58
8,8,Slide19 -YA5 - 08.d,LC 14-08-12_02,TA5,Kimberley,Tallon Island,1933,11.44,0.037,0.090,2438,1.80
9,9,Slide19 -YA5 - 09.d,LC 14-08-12_02,TA5,Kimberley,Tallon Island,2102,11.53,0.091,0.164,2846,2.47
10,10,Slide19 -YA5 - 10.d,LC 14-08-12_02,TA5,Kimberley,Tallon Island,2056,11.29,0.040,0.195,2638,2.09
11,margin,Slide19 -YA5 - 11.d,LC 14-08-12_02,TA5,Kimberley,Tallon Island,1925,10.74,0.033,0.161,2498,1.88
1,core,Slide20 -FA6 - 01.d,LC 14-08-12_03,TA6,Kimberley,Tallon Island,2880,37.85,0.043,0.429,1827,4.21
2,2,Slide20 -FA6 - 02.d,LC 14-08-12_03,TA6,Kimberley,Tallon Island,2266,13.46,0.029,0.121,1752,5.08
3,3,Slide20 -FA6 - 03.d,LC 14-08-12_03,TA6,Kimberley,Tallon Island,2004,10.31,0.037,0.106,1982,4.33
4,4,Slide20 -FA6 - 04.d,LC 14-08-12_03,TA6,Kimberley,Tallon Island,1861,10.42,0.041,0.110,2303,2.72
5,5,Slide20 -FA6 - 05.d,LC 14-08-12_03,TA6,Kimberley,Tallon Island,1740,10.71,0.044,0.110,2358,1.85
6,6,Slide20 -FA6 - 06.d,LC 14-08-12_03,TA6,Kimberley,Tallon Island,1704,6.80,0.040,0.072,2463,1.28
7,7,Slide20 -FA6 - 07.d,LC 14-08-12_03,TA6,Kimberley,Tallon Island,1612,8.16,0.045,0.089,2766,1.50
8,8,Slide20 -FA6 - 08.d,LC 14-08-12_03,TA6,Kimberley,Tallon Island,1700,7.52,0.034,0.090,2540,1.38
9,9,Slide20 -FA6 - 09.d,LC 14-08-12_03,TA6,Kimberley,Tallon Island,1666,6.95,0.039,0.091,2611,1.52
10,margin,Slide20 -FA6 - 10.d,LC 14-08-12_03,TA6,Kimberley,Tallon Island,1751,7.84,0.040,0.102,2498,1.53
1,core,Slide22 -FH6 - 01.d,LC-T1F-05,TH6,Pilbara,Thevenard,2728,26.35,0.037,0.148,1466,1.41
2,2,Slide22 -FH6 - 02.d,LC-T1F-05,TH6,Pilbara,Thevenard,2125,12.84,0.027,0.113,1816,1.47
3,3,Slide22 -FH6 - 03.d,LC-T1F-05,TH6,Pilbara,Thevenard,1878,13.66,0.036,0.125,2047,4.85
4,4,Slide22 -FH6 - 04.d,LC-T1F-05,TH6,Pilbara,Thevenard,1718,14.05,0.059,0.192,2382,4.05
5,5,Slide22 -FH6 - 05.d,LC-T1F-05,TH6,Pilbara,Thevenard,1607,11.28,0.047,0.237,2887,3.14
6,6,Slide22 -FH6 - 06.d,LC-T1F-05,TH6,Pilbara,Thevenard,1564,12.91,0.045,0.242,2530,2.14
7,7,Slide22 -FH6 - 07.d,LC-T1F-05,TH6,Pilbara,Thevenard,1490,11.99,0.051,0.247,2634,2.23
8,margin,Slide22 -FH6 - 08.d,LC-T1F-05,TH6,Pilbara,Thevenard,1464,11.26,0.052,0.328,2593,2.27
1,core,Slide20 -FH7 - 01.d,LC-T1F-03,TH7,Pilbara,Thevenard,3162,60.59,0.046,0.372,1827,2.53
2,2,Slide20 -FH7 - 02.d,LC-T1F-03,TH7,Pilbara,Thevenard,2337,12.98,0.032,0.083,2073,2.85
3,3,Slide20 -FH7 - 03.d,LC-T1F-03,TH7,Pilbara,Thevenard,1941,8.23,0.035,0.092,2088,3.16
4,4,Slide20 -FH7 - 04.d,LC-T1F-03,TH7,Pilbara,Thevenard,1947,9.89,0.032,0.112,1948,2.18
5,5,Slide20 -FH7 - 05.d,LC-T1F-03,TH7,Pilbara,Thevenard,1804,9.63,0.036,0.159,2289,2.55
6,6,Slide20 -FH7 - 06.d,LC-T1F-03,TH7,Pilbara,Thevenard,1626,8.50,0.039,0.215,2805,3.21
7,margin,Slide20 -FH7 - 07.d,LC-T1F-03,TH7,Pilbara,Thevenard,1542,12.72,0.069,0.382,3822,2.50
1,core,Slide20 -FH8 - 01.d,LC-T1F-07,TH8,Pilbara,Thevenard,3040,134.50,0.036,0.550,1673,2.30
2,2,Slide20 -FH8 - 02.d,LC-T1F-07,TH8,Pilbara,Thevenard,2519,23.99,0.041,0.129,1720,1.38
3,3,Slide20 -FH8 - 03.d,LC-T1F-07,TH8,Pilbara,Thevenard,2302,19.80,0.029,0.098,1544,2.54
4,4,Slide20 -FH8 - 04.d,LC-T1F-07,TH8,Pilbara,Thevenard,2139,18.77,0.030,0.100,1739,3.09
5,5,Slide20 -FH8 - 05.d,LC-T1F-07,TH8,Pilbara,Thevenard,1995,15.93,0.036,0.101,2146,2.17
6,6,Slide20 -FH8 - 06.d,LC-T1F-07,TH8,Pilbara,Thevenard,2043,16.38,0.031,0.095,2023,2.33
7,7,Slide20 -FH8 - 07.d,LC-T1F-07,TH8,Pilbara,Thevenard,2125,23.74,0.045,0.110,1855,2.29
8,8,Slide20 -FH8 - 08.d,LC-T1F-07,TH8,Pilbara,Thevenard,2043,23.10,0.027,0.089,2163,3.56
9,margin,Slide20 -FH8 - 09.d,LC-T1F-07,TH8,Pilbara,Thevenard,1704,34.41,0.034,0.095,2833,2.74
1,core,Df - 1.d,LC 12-09-09_01,TI1,Kimberley,Woninjaba Islands E (03/12),3428,60.60,0.212,0.721,1780,1.77
2,2,Df - 2.d,LC 12-09-09_01,TI1,Kimberley,Woninjaba Islands E (03/12),2638,37.30,0.215,0.213,1730,2.60
3,3,Df - 3.d,LC 12-09-09_01,TI1,Kimberley,Woninjaba Islands E (03/12),2241,30.31,0.166,0.167,1683,1.91
4,4,Df - 4.d,LC 12-09-09_01,TI1,Kimberley,Woninjaba Islands E (03/12),1895,19.44,0.181,0.147,1869,11.80
5,5,Df - 5.d,LC 12-09-09_01,TI1,Kimberley,Woninjaba Islands E (03/12),1558,12.73,0.150,0.139,2158,15.75
6,6,Df - 6.d,LC 12-09-09_01,TI1,Kimberley,Woninjaba Islands E (03/12),1375,10.87,0.154,0.149,2236,11.76
7,7,Df - 7.d,LC 12-09-09_01,TI1,Kimberley,Woninjaba Islands E (03/12),1449,11.32,0.166,0.113,2382,13.03
8,8,Df - 8.d,LC 12-09-09_01,TI1,Kimberley,Woninjaba Islands E (03/12),1600,10.52,0.181,0.202,2875,9.81
9,9,Df - 9.d,LC 12-09-09_01,TI1,Kimberley,Woninjaba Islands E (03/12),1970,12.72,0.154,0.199,2711,14.26
10,margin,Df - 10.d,LC 12-09-09_01,TI1,Kimberley,Woninjaba Islands E (03/12),2468,16.40,0.156,0.258,2407,8.44
1,core,Ka - 1.d,LC-WM1-12,WM1,Pilbara,West Moore Island,3636,121.10,0.500,1.783,2371,5.68
2,2,Ka - 2.d,LC-WM1-12,WM1,Pilbara,West Moore Island,2845,72.70,0.320,0.874,2235,8.41
3,3,Ka - 3.d,LC-WM1-12,WM1,Pilbara,West Moore Island,2031,35.43,0.335,0.764,2542,4.24
4,4,Ka - 4.d,LC-WM1-12,WM1,Pilbara,West Moore Island,2004,36.06,0.232,0.514,2243,2.80
5,5,Ka - 5.d,LC-WM1-12,WM1,Pilbara,West Moore Island,1993,36.45,0.238,0.483,2786,2.29
6,6,Ka - 6.d,LC-WM1-12,WM1,Pilbara,West Moore Island,1925,41.24,0.210,0.477,2811,2.26
7,margin,Ka - 7.d,LC-WM1-12,WM1,Pilbara,West Moore Island,1840,47.70,0.318,0.951,3492,5.36
1,core,Gd - 1.d,LC-WM1-13,WM2,Pilbara,West Moore Island,3784,91.40,0.178,0.848,2159,4.33
2,2,Gd - 2.d,LC-WM1-13,WM2,Pilbara,West Moore Island,3137,49.80,0.202,0.321,2339,4.63
3,3,Gd - 3.d,LC-WM1-13,WM2,Pilbara,West Moore Island,2924,32.68,0.174,0.267,1836,1.88
4,4,Gd - 4.d,LC-WM1-13,WM2,Pilbara,West Moore Island,2773,21.88,0.186,0.203,2047,3.92
5,5,Gd - 5.d,LC-WM1-13,WM2,Pilbara,West Moore Island,2598,24.78,0.174,0.171,1907,2.37
6,6,Gd - 6.d,LC-WM1-13,WM2,Pilbara,West Moore Island,2726,22.04,0.176,0.273,2072,2.54
7,7,Gd - 7.d,LC-WM1-13,WM2,Pilbara,West Moore Island,2655,21.42,0.157,0.227,2431,2.93
8,8,Gd - 8.d,LC-WM1-13,WM2,Pilbara,West Moore Island,2733,25.89,0.168,0.392,3112,3.45
9,margin,Gd - 9.d,LC-WM1-13,WM2,Pilbara,West Moore Island,2884,27.60,0.191,0.281,2848,3.15
1,core,Hd - 1.d,LC-WM5-16,WM3,Pilbara,Depuch Island,3954,102.20,0.267,1.181,1894,4.58
2,2,Hd - 2.d,LC-WM5-16,WM3,Pilbara,Depuch Island,3089,25.22,0.147,0.250,2061,3.56
3,3,Hd - 3.d,LC-WM5-16,WM3,Pilbara,Depuch Island,2582,21.37,0.179,0.205,2262,2.46
4,4,Hd - 4.d,LC-WM5-16,WM3,Pilbara,Depuch Island,2323,18.85,0.200,0.208,2308,2.79
5,margin,Hd - 5.d,LC-WM5-16,WM3,Pilbara,Depuch Island,1885,21.95,0.158,0.228,2913,1.98
1,core,Slide22 -WM5 - 01.d,LC-WM5-25,WM5,Pilbara,Depuch Island,3713,119.30,0.047,0.209,1749,5.00
2,2,Slide22 -WM5 - 02.d,LC-WM5-25,WM5,Pilbara,Depuch Island,3027,21.47,0.032,0.107,2033,2.53
3,3,Slide22 -WM5 - 03.d,LC-WM5-25,WM5,Pilbara,Depuch Island,3073,21.31,0.034,0.119,2179,3.73
4,4,Slide22 -WM5 - 04.d,LC-WM5-25,WM5,Pilbara,Depuch Island,2783,22.36,0.040,0.099,2359,2.15
5,5,Slide22 -WM5 - 05.d,LC-WM5-25,WM5,Pilbara,Depuch Island,2879,27.50,0.036,0.111,2013,1.84
6,6,Slide22 -WM5 - 06.d,LC-WM5-25,WM5,Pilbara,Depuch Island,2716,47.90,0.041,0.111,2232,3.19
7,7,Slide22 -WM5 - 07.d,LC-WM5-25,WM5,Pilbara,Depuch Island,2455,55.70,0.038,0.103,2320,2.15
8,margin,Slide22 -WM5 - 08.d,LC-WM5-25,WM5,Pilbara,Depuch Island,2264,57.90,0.034,0.086,2638,1.76
